short_name,long_name,predicting_year,PER,last_year_wins,continuity,avg_age,.6061 * wins,11.3776 * continuity, -0.4617 * avg_age,,pred_wins,num_wins,error,Label
UTA,Utah Jazz,2015,179.3,25,0.56402439,25.875,15.1525,6.417018293,-11.9464875,21.7312,31,38,7,UTA2015
OKC,Oklahoma City Thunder,2015,165.7,59,0.632433943,26.88235294,35.7599,7.195327457,-12.41158235,21.7312,52,45,7,OKC2015
DEN,Denver Nuggets,2015,163.7,36,0.601087398,25.33333333,21.8196,6.838691549,-11.6964,21.7312,39,30,9,DEN2015
IND,Indiana Pacers,2015,161.7,56,0.758785569,27.75,33.9416,8.632855177,-12.812175,21.7312,51,38,13,IND2015
CHA,Charlotte Hornets,2015,161.6,56,0,25.84615385,33.9416,0,-11.93316923,21.7312,44,33,11,CHA2015
BOS,Boston Celtics,2015,160.6,25,0.513582317,25.28571429,15.1525,5.843128738,-11.67441429,21.7312,31,40,9,BOS2015
GSW,Golden State Warriors,2015,159.9,51,0.858252033,26.33333333,30.9111,9.764505024,-12.1581,21.7312,50,67,17,GSW2015
ORL,Orlando Magic,2015,157.1,23,0.53140752,25.07692308,13.9403,6.04592964,-11.57801538,21.7312,30,25,5,ORL2015
CLE,Cleveland Cavaliers,2015,143.2,33,0.414903455,24.14285714,20.0013,4.720439591,-11.14675714,21.7312,35,53,18,CLE2015
TOR,Toronto Raptors,2015,129.7,48,0.703368902,25.2,29.0928,8.002368677,-11.63484,21.7312,47,49,2,TOR2015
CHI,Chicago Bulls,2015,116.8,48,0.740513211,29.27272727,29.0928,8.424966909,-13.51521818,21.7312,46,50,4,CHI2015
PHI,Philadelphia 76ers,2015,97,19,0.178058943,23,11.5159,2.025812207,-10.6191,21.7312,25,18,7,PHI2015
SAC,Sacramento Kings,2015,91.3,28,0.387525407,24.88888889,16.9708,4.408954055,-11.4912,21.7312,32,29,3,SAC2015
SAC,Sacramento Kings,2016,268.2,29,0.511895325,25.5,17.5769,5.823935494,-11.77335,21.7312,33,33,0,SAC2016
GSW,Golden State Warriors,2016,231.9,67,0.919979675,26.73333333,40.6087,10.46679276,-12.34278,21.7312,60,73,13,GSW2016
SAS,San Antonio Spurs,2016,224.8,55,0.720894309,28.93333333,33.3355,8.201758732,-13.35852,21.7312,50,67,17,SAS2016
ATL,Atlanta Hawks,2016,213,60,0.75175813,27.35714286,36.366,8.552902598,-12.63079286,21.7312,54,48,6,ATL2016
IND,Indiana Pacers,2016,212.2,38,0.496895325,27.8,23.0318,5.653277494,-12.83526,21.7312,38,45,7,IND2016
LAC,Los Angeles Clippers,2016,211.8,56,0.62226626,28.58823529,33.9416,7.079647695,-13.19918824,21.7312,50,53,3,LAC2016
MEM,Memphis Grizzlies,2016,211.4,55,0.51886687,27.92857143,33.3355,5.903252152,-12.89462143,21.7312,48,42,6,MEM2016
MIN,Minnesota Timberwolves,2016,209.7,16,0.479420732,25.25,9.6976,5.454465549,-11.657925,21.7312,25,29,4,MIN2016
LAL,Los Angeles Lakers,2016,194.8,21,0.30796748,26.05882353,12.7281,3.50380761,-12.03135882,21.7312,26,17,9,LAL2016
TOR,Toronto Raptors,2016,194.6,49,0.62370935,25.93333333,29.6989,7.096066012,-11.97342,21.7312,47,56,9,TOR2016
MIA,Miami Heat,2016,190.9,37,0.456310976,27.9375,22.4257,5.191541232,-12.89874375,21.7312,36,48,12,MIA2016
NOP,New Orleans Pelicans,2016,190.1,45,0.80035061,26,27.2745,9.105748957,-12.0042,21.7312,46,30,16,NOP2016
UTA,Utah Jazz,2016,188.5,38,0.785914634,23.8,23.0318,8.941507976,-10.98846,21.7312,43,40,3,UTA2016
POR,Portland Trail Blazers,2016,187.1,51,0.347042683,26.76923077,30.9111,3.948374012,-12.35935385,21.7312,44,44,0,POR2016
BRK,Brooklyn Nets,2016,183.8,38,0.382794715,27.33333333,23.0318,4.355132037,-12.6198,21.7312,36,21,15,BRK2016
DAL,Dallas Mavericks,2016,183.7,50,0.430569106,29.58333333,30.305,4.898670829,-13.658625,21.7312,43,42,1,DAL2016
CHO,Charlotte Hornets,2016,182.9,33,0.46863313,25.64285714,20.0013,5.331732848,-11.83930714,21.7312,35,48,13,CHO2016
ORL,Orlando Magic,2016,182.4,25,0.589202236,24.93333333,15.1525,6.703471677,-11.51172,21.7312,32,35,3,ORL2016
CHI,Chicago Bulls,2016,179.4,50,0.922454268,28.28571429,30.305,10.4949467,-13.05951429,21.7312,49,42,7,CHI2016
MIL,Milwaukee Bucks,2016,173.6,41,0.541976626,25.53846154,24.8501,6.16617647,-11.79110769,21.7312,41,33,8,MIL2016
OKC,Oklahoma City Thunder,2016,172.3,45,0.598953252,25.45454545,27.2745,6.814410939,-11.75236364,21.7312,44,55,11,OKC2016
WAS,Washington Wizards,2016,170.1,46,0.62488313,28.26666667,27.8806,7.109420348,-13.05072,21.7312,44,41,3,WAS2016
CLE,Cleveland Cavaliers,2016,163.7,53,0.63492378,28.07692308,32.1233,7.223654835,-12.96311538,21.7312,48,57,9,CLE2016
NYK,New York Knicks,2016,155.4,17,0.243993902,26.41666667,10.3037,2.775967427,-12.196575,21.7312,23,32,9,NYK2016
HOU,Houston Rockets,2016,153.4,56,0.686498984,26.91666667,33.9416,7.810436238,-12.427425,21.7312,51,41,10,HOU2016
DEN,Denver Nuggets,2016,147.7,30,0.334944106,24.75,18.183,3.810726079,-11.427075,21.7312,32,33,1,DEN2016
DET,Detroit Pistons,2016,136.4,32,0.376539634,26.7,19.3952,4.283966726,-12.32739,21.7312,33,44,11,DET2016
BOS,Boston Celtics,2016,130.8,40,0.586707317,24.3,24.244,6.675086488,-11.21931,21.7312,41,48,7,BOS2016
PHI,Philadelphia 76ers,2016,119.1,18,0.422256098,24,10.9098,4.804092073,-11.0808,21.7312,26,10,16,PHI2016
PHO,Phoenix Suns,2016,109.3,39,0.399207317,25.36363636,23.6379,4.541861488,-11.71039091,21.7312,38,23,15,PHO2016
SAS,San Antonio Spurs,2017,236,67,0.688455285,30.92857143,40.6087,7.832693463,-14.27972143,21.7312,56,61,5,SAS2017
GSW,Golden State Warriors,2017,226.2,73,0.624527439,26.85714286,44.2453,7.105373579,-12.39994286,21.7312,61,67,6,GSW2017
NYK,New York Knicks,2017,210.5,32,0.384329268,26.8,19.3952,4.372590951,-12.37356,21.7312,33,31,2,NYK2017
CHO,Charlotte Hornets,2017,209.8,48,0.644441057,25.57142857,29.0928,7.331934793,-11.80632857,21.7312,46,36,10,CHO2017
IND,Indiana Pacers,2017,208.1,45,0.617982724,25.71428571,27.2745,7.030913043,-11.87228571,21.7312,44,42,2,IND2017
DAL,Dallas Mavericks,2017,207.6,42,0.474751016,29.35714286,25.4562,5.401337262,-13.55419286,21.7312,39,33,6,DAL2017
BRK,Brooklyn Nets,2017,207.3,21,0.156244919,25.46666667,12.7281,1.777629689,-11.75796,21.7312,24,20,4,BRK2017
HOU,Houston Rockets,2017,205.8,41,0.501839431,26.73333333,24.8501,5.709527573,-12.34278,21.7312,40,55,15,HOU2017
BOS,Boston Celtics,2017,205.6,48,0.752103659,24,29.0928,8.556833744,-11.0808,21.7312,48,53,5,BOS2017
TOR,Toronto Raptors,2017,203.4,56,0.675248984,25.13333333,33.9416,7.682442738,-11.60406,21.7312,52,51,1,TOR2017
NOP,New Orleans Pelicans,2017,202.8,30,0.406722561,26.9375,18.183,4.627363921,-12.43704375,21.7312,32,34,2,NOP2017
LAC,Los Angeles Clippers,2017,197.8,53,0.815340447,29.07142857,32.1233,9.276291335,-13.42227857,21.7312,50,51,1,LAC2017
MEM,Memphis Grizzlies,2017,193.8,42,0.519476626,28.42857143,25.4562,5.91018947,-13.12547143,21.7312,40,43,3,MEM2017
SAC,Sacramento Kings,2017,191.6,33,0.454065041,26.4,20.0013,5.16598878,-12.18888,21.7312,35,32,3,SAC2017
PHO,Phoenix Suns,2017,191.5,23,0.549817073,25.57142857,13.9403,6.255378805,-11.80632857,21.7312,30,24,6,PHO2017
CHI,Chicago Bulls,2017,189.6,42,0.281590447,27.14285714,25.4562,3.203710835,-12.53185714,21.7312,38,41,3,CHI2017
CLE,Cleveland Cavaliers,2017,188.9,57,0.74089939,29,34.5477,8.429360543,-13.3893,21.7312,51,51,0,CLE2017
OKC,Oklahoma City Thunder,2017,186.8,55,0.496666667,26.5,33.3355,5.650676,-12.23505,21.7312,48,47,1,OKC2017
MIL,Milwaukee Bucks,2017,184,33,0.62796748,24.2,20.0013,7.14451161,-11.17314,21.7312,38,42,4,MIL2017
UTA,Utah Jazz,2017,183.5,40,0.758836382,24.53333333,24.244,8.633433287,-11.32704,21.7312,43,51,8,UTA2017
ATL,Atlanta Hawks,2017,182.1,48,0.563089431,27,29.0928,6.406381073,-12.4659,21.7312,45,43,2,ATL2017
LAL,Los Angeles Lakers,2017,181.7,17,0.576504065,27.06666667,10.3037,6.559002049,-12.49668,21.7312,26,26,0,LAL2017
DET,Detroit Pistons,2017,178.5,44,0.735055894,25.92857143,26.6684,8.362877921,-11.97122143,21.7312,45,37,8,DET2017
PHI,Philadelphia 76ers,2017,177.7,10,0.386727642,24,6.061,4.399877732,-11.0808,21.7312,21,28,7,PHI2017
WAS,Washington Wizards,2017,177.3,41,0.492987805,27.78571429,24.8501,5.608820854,-12.82866429,21.7312,39,49,10,WAS2017
MIA,Miami Heat,2017,176.7,48,0.484944106,28.33333333,29.0928,5.517306079,-13.0815,21.7312,43,41,2,MIA2017
DEN,Denver Nuggets,2017,173.4,33,0.765147358,25.07692308,20.0013,8.705234518,-11.57801538,21.7312,39,40,1,DEN2017
POR,Portland Trail Blazers,2017,171.4,44,0.797987805,24.21428571,26.6684,9.078866854,-11.17973571,21.7312,46,41,5,POR2017
MIN,Minnesota Timberwolves,2017,169.7,29,0.81925813,25.85714286,17.5769,9.320863598,-11.93824286,21.7312,37,31,6,MIN2017
ORL,Orlando Magic,2017,157.7,35,0.542845528,24.15384615,21.2135,6.176062146,-11.15183077,21.7312,38,29,9,ORL2017
GSW,Golden State Warriors,2018,231.5,67,0.896377033,27.6,40.6087,10.19826077,-12.74292,21.7312,60,58,2,GSW2018
DEN,Denver Nuggets,2018,227.3,40,0.631234756,25.53333333,24.244,7.181684067,-11.78874,21.7312,41,46,5,DEN2018
SAS,San Antonio Spurs,2018,223.9,61,0.777906504,28.75,36.9721,8.850397878,-13.273875,21.7312,54,47,7,SAS2018
BOS,Boston Celtics,2018,221.8,53,0.366107724,25.26666667,32.1233,4.165280793,-11.66562,21.7312,46,55,9,BOS2018
UTA,Utah Jazz,2018,217.3,51,0.412881098,26.2,30.9111,4.697430823,-12.09654,21.7312,45,48,3,UTA2018
PHO,Phoenix Suns,2018,208.4,24,0.668196138,25.35294118,14.5464,7.602201104,-11.70545294,21.7312,32,21,11,PHO2018
PHI,Philadelphia 76ers,2018,202.5,28,0.488536585,25,16.9708,5.558178439,-11.5425,21.7312,33,52,19,PHI2018
LAC,Los Angeles Clippers,2018,202.2,51,0.276122967,29.53333333,30.9111,3.141506226,-13.63554,21.7312,42,42,0,LAC2018
TOR,Toronto Raptors,2018,202.2,51,0.589761179,24.57142857,30.9111,6.709830884,-11.34462857,21.7312,48,59,11,TOR2018
DET,Detroit Pistons,2018,195.9,37,0.49339939,25.46666667,22.4257,5.613503543,-11.75796,21.7312,38,39,1,DET2018
MIL,Milwaukee Bucks,2018,193.9,42,0.810564024,25.93333333,25.4562,9.221949018,-11.97342,21.7312,44,44,0,MIL2018
IND,Indiana Pacers,2018,193.8,42,0.36953252,27,25.4562,4.20424539,-12.4659,21.7312,39,48,9,IND2018
MEM,Memphis Grizzlies,2018,192.8,43,0.501651423,27.93333333,26.0623,5.707388567,-12.89682,21.7312,41,22,19,MEM2018
CLE,Cleveland Cavaliers,2018,192.4,51,0.515264228,29.92857143,30.9111,5.862264171,-13.81802143,21.7312,45,50,5,CLE2018
NYK,New York Knicks,2018,191,31,0.493257114,26.85714286,18.7891,5.611884835,-12.39994286,21.7312,34,29,5,NYK2018
WAS,Washington Wizards,2018,185.1,49,0.864151423,25.71428571,29.6989,9.831623567,-11.87228571,21.7312,49,43,6,WAS2018
MIN,Minnesota Timberwolves,2018,184.1,31,0.571031504,25.5,18.7891,6.496739628,-11.77335,21.7312,35,47,12,MIN2018
LAL,Los Angeles Lakers,2018,182.6,26,0.330203252,26,15.7586,3.756788439,-12.0042,21.7312,29,35,6,LAL2018
HOU,Houston Rockets,2018,182.2,55,0.665320122,26.23076923,33.3355,7.569480091,-12.11074615,21.7312,51,65,14,HOU2018
MIA,Miami Heat,2018,181.9,41,0.859852642,26.71428571,24.8501,9.782715482,-12.33398571,21.7312,44,44,0,MIA2018
BRK,Brooklyn Nets,2018,177.3,20,0.406321138,26.64285714,12.122,4.622796854,-12.30100714,21.7312,26,28,2,BRK2018
SAC,Sacramento Kings,2018,173.2,32,0.263058943,26.38461538,19.3952,2.992874207,-12.18177692,21.7312,32,27,5,SAC2018
NOP,New Orleans Pelicans,2018,172.9,34,0.494598577,27,20.6074,5.627146933,-12.4659,21.7312,35,48,13,NOP2018
CHO,Charlotte Hornets,2018,170.7,36,0.762926829,25.5,21.8196,8.679971122,-11.77335,21.7312,40,36,4,CHO2018
DAL,Dallas Mavericks,2018,167.5,33,0.57816565,27.0625,20.0013,6.577906238,-12.49475625,21.7312,36,24,12,DAL2018
OKC,Oklahoma City Thunder,2018,167,47,0.465929878,25.66666667,28.4867,5.300977409,-11.8503,21.7312,44,48,4,OKC2018
POR,Portland Trail Blazers,2018,163.1,41,0.72363313,24.38461538,24.8501,8.232918848,-11.25837692,21.7312,44,49,5,POR2018
CHI,Chicago Bulls,2018,158.5,41,0.363597561,25.53846154,24.8501,4.136722171,-11.79110769,21.7312,39,27,12,CHI2018
ATL,Atlanta Hawks,2018,154.9,43,0.421305894,27,26.0623,4.793281421,-12.4659,21.7312,40,24,16,ATL2018
ORL,Orlando Magic,2018,151.3,29,0.558023374,25.5,17.5769,6.34874353,-11.77335,21.7312,34,25,9,ORL2018
