@relation 'Master-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7'

@attribute short_name {PHO,DAL,BOS,SAC,CLE,MIL,DET,CHI,DEN,WSB,HOU,UTA,NYK,ATL,GSW,MIN,IND,SAS,MIA,LAL,ORL,POR,CHH,LAC,PHI,NJN,SEA,VAN,TOR,WAS,MEM,NOH,NOK,OKC,BRK,NOP,CHA,CHO}
@attribute predicting_year numeric
@attribute PER numeric
@attribute continuity numeric
@attribute product numeric
@attribute num_wins numeric

@data
PHI,1994,189.3,0.323232,61.187762,25
PHI,1995,145.2,0.522337,75.84339,24
PHI,1996,180.3,0.294893,53.169261,18
PHI,1997,151.8,0.319243,48.46107,22
PHI,1998,188.2,0.447266,84.17551,31
PHI,2000,142.6,0.471209,67.194453,49
PHI,2001,169.8,0.818735,139.021162,56
PHI,2002,148.9,0.390676,58.171629,43
PHI,2003,196.8,0.426804,83.995,48
PHI,2004,157.7,0.64686,102.009783,33
PHI,2005,180.6,0.518379,93.619259,43
PHI,2006,135.3,0.636636,86.136875,38
PHI,2007,171.1,0.537373,91.944515,35
PHI,2008,156.2,0.527978,82.470108,40
PHI,2009,172.6,0.825437,142.470425,41
PHI,2010,179.8,0.702185,126.252856,27
PHI,2011,156.9,0.675849,106.040642,41
PHI,2013,178.4,0.366626,65.406081,34
PHI,2014,170.1,0.161082,27.400102,19
PHI,2015,97,0.178059,17.271717,18
PHI,2016,119.1,0.422256,50.290701,10
PHI,2017,177.7,0.386728,68.721502,28
PHI,2018,202.5,0.488537,98.928659,52
NJN,1992,148.6,0.600218,89.192469,40
NJN,1993,167,0.778598,130.025793,43
NJN,1994,209,0.422927,88.391707,45
NJN,1995,172.9,0.890904,154.037383,30
NJN,1996,145.4,0.408486,59.393831,30
NJN,1997,120.5,0.182033,21.934919,26
NJN,1998,121.4,0.467261,56.725507,43
NJN,2000,43.5,0.321463,13.983659,31
NJN,2001,199.9,0.775706,155.06369,26
NJN,2002,182.8,0.427642,78.173008,52
NJN,2003,165,0.791001,130.515168,49
NJN,2004,148.9,0.929507,138.403609,47
NJN,2005,169.5,0.467861,79.302401,42
NJN,2006,186.7,0.519797,97.046053,49
NJN,2007,142.3,0.789787,112.386631,41
NJN,2008,123.7,0.480051,59.382286,34
NJN,2009,105.5,0.305127,32.190902,34
NJN,2010,171.1,0.766636,131.17145,12
NJN,2011,156.3,0.15375,24.031125,24
SEA,1992,143.1,0.600437,85.922534,47
SEA,1993,174.7,0.853333,149.077333,55
SEA,1994,170.1,0.592571,100.796351,63
SEA,1995,238.9,0.858242,205.033983,57
SEA,1996,173.5,0.799817,138.768262,64
SEA,1997,183,0.787942,144.193399,57
SEA,1998,211.7,0.677876,143.506353,61
SEA,2000,199.1,0.201311,40.081015,45
SEA,2001,182.2,0.744207,135.594573,44
SEA,2002,205.2,0.652983,133.992055,45
SEA,2003,220.5,0.477282,105.240572,40
SEA,2004,109.1,0.558445,60.926363,37
SEA,2005,217.2,0.798984,173.539268,52
SEA,2006,180.8,0.581072,105.057845,35
SEA,2007,133.5,0.663181,88.534649,31
SEA,2008,182.3,0.719055,131.083704,20
VAN,1997,155.8,0.401296,62.521875,14
VAN,1998,160.2,0.54312,87.007811,19
VAN,2000,161.9,0.361392,58.50941,22
VAN,2001,177.7,0.669512,118.972317,23
TOR,1997,146.8,0.275747,40.479652,30
TOR,1998,188.3,0.449893,84.714907,16
TOR,2000,114.6,0.555534,63.664143,45
TOR,2001,173.5,0.611204,106.043941,47
TOR,2002,109.4,0.558968,61.151153,42
TOR,2003,202.8,0.614223,124.564335,24
TOR,2004,220,0.358689,78.911585,33
TOR,2005,98,0.324619,31.812652,33
TOR,2006,169,0.445859,75.350127,27
TOR,2007,149.9,0.502459,75.318657,47
TOR,2008,207.5,0.832652,172.775381,41
TOR,2009,204.9,0.619507,126.937008,33
TOR,2010,107.7,0.391646,42.180311,40
TOR,2011,202.5,0.490417,99.309375,22
TOR,2013,184.1,0.362043,66.652058,34
TOR,2014,161.5,0.564624,91.186773,48
TOR,2015,129.7,0.703369,91.226947,49
TOR,2016,194.6,0.623709,121.373839,56
TOR,2017,203.4,0.675249,137.345643,51
TOR,2018,202.2,0.589761,119.24971,59
WAS,2000,179.5,0.317881,57.059657,29
WAS,2001,197.8,0.475483,94.050483,19
WAS,2002,126.4,0.320325,40.489106,37
WAS,2003,201.1,0.476535,95.831099,37
WAS,2004,206.5,0.622383,128.522116,25
WAS,2005,172.5,0.842907,145.401372,45
WAS,2006,194.6,0.688592,134.000097,42
WAS,2007,179.6,0.867785,155.854106,41
WAS,2008,196,0.806535,158.080772,43
WAS,2009,172.7,0.812322,140.288036,19
WAS,2010,183.8,0.241047,44.304392,26
WAS,2011,164.7,0.236113,38.887779,23
WAS,2013,171.4,0.392475,67.270145,29
WAS,2014,165.6,0.679329,112.496927,44
WAS,2015,180.1,0.7075,127.42075,46
WAS,2016,170.1,0.624883,106.29262,41
WAS,2017,177.3,0.492988,87.406738,49
WAS,2018,185.1,0.864151,159.954428,43
MEM,2003,177.4,0.64377,114.204856,28
MEM,2004,167.8,0.639045,107.231703,50
MEM,2005,164.6,0.828465,136.365413,45
MEM,2006,198.8,0.582317,115.764634,49
MEM,2007,186.7,0.433577,80.94887,22
MEM,2008,207.1,0.429106,88.867789,22
MEM,2009,135.1,0.396408,53.554656,24
MEM,2010,158.8,0.644096,102.28237,40
MEM,2011,198.2,0.833471,165.193859,46
MEM,2013,170.3,0.409212,69.688871,56
MEM,2014,136.5,0.585417,79.909375,50
MEM,2015,188.6,0.587363,110.776625,55
MEM,2016,211.4,0.518867,109.688456,42
MEM,2017,193.8,0.519477,100.67457,43
MEM,2018,192.8,0.501651,96.718394,22
NOH,2004,177.5,0.825996,146.614279,41
NOH,2005,154.7,0.414751,64.161982,18
NOH,2009,173,0.848425,146.77749,49
NOH,2010,166.7,0.626733,104.476345,37
NOH,2011,155.8,0.357124,55.639917,46
NOH,2013,240.1,0.296204,71.118645,27
NOK,2007,169.4,0.486306,82.380218,39
OKC,2010,233,0.644766,150.230539,50
OKC,2011,210.3,0.664284,139.698828,55
OKC,2013,201.4,0.565742,113.940413,60
OKC,2014,190.4,0.834741,158.934659,59
OKC,2015,165.7,0.632434,104.794304,45
OKC,2016,172.3,0.598953,103.199645,55
OKC,2017,186.8,0.496667,92.777333,47
OKC,2018,167,0.46593,77.81029,48
BRK,2014,195.6,0.508526,99.467768,44
BRK,2015,202.7,0.531829,107.801793,38
BRK,2016,183.8,0.382795,70.357669,21
BRK,2017,207.3,0.156245,32.389572,20
BRK,2018,177.3,0.406321,72.040738,28
NOP,2015,229.1,0.569776,130.535778,45
NOP,2016,190.1,0.800351,152.146651,30
NOP,2017,202.8,0.406723,82.483335,34
NOP,2018,172.9,0.494599,85.516094,48
